FIPS,State,"County, State",Year,Cost Per Meal, Weighted weekly $ needed by FI , Weighted Annual Food Budget Shortfall 
18031,IN,"Decatur County, Indiana",2019,$2.61 ,$14.72 ,"$1,482,000.00 "
18031,IN,"Decatur County, Indiana",2020,$2.77 ,$14.70 ,"$1,427,000.00 "
18031,IN,"Decatur County, Indiana",2021,$3.17 ,$18.47 ,"$1,451,000.00 "
18031,IN,"Decatur County, Indiana",2022,$3.55 ,$22.01 ,"$2,283,000.00 "
18033,IN,"DeKalb County, Indiana",2019,$2.71 ,$15.25 ,"$2,341,000.00 "
18033,IN,"DeKalb County, Indiana",2020,$2.89 ,$15.34 ,"$2,275,000.00 "
18033,IN,"DeKalb County, Indiana",2021,$3.26 ,$18.98 ,"$2,309,000.00 "
18033,IN,"DeKalb County, Indiana",2022,$3.70 ,$22.91 ,"$3,829,000.00 "
18035,IN,"Delaware County, Indiana",2019,$2.68 ,$15.08 ,"$8,238,000.00 "
18035,IN,"Delaware County, Indiana",2020,$2.84 ,$15.09 ,"$7,928,000.00 "
18035,IN,"Delaware County, Indiana",2021,$3.36 ,$19.57 ,"$9,065,000.00 "
18035,IN,"Delaware County, Indiana",2022,$3.62 ,$22.41 ,"$12,752,000.00 "
18037,IN,"Dubois County, Indiana",2019,$2.77 ,$15.60 ,"$2,020,000.00 "
18037,IN,"Dubois County, Indiana",2020,$2.87 ,$15.24 ,"$1,803,000.00 "
18037,IN,"Dubois County, Indiana",2021,$3.15 ,$18.34 ,"$2,137,000.00 "
18037,IN,"Dubois County, Indiana",2022,$3.56 ,$22.05 ,"$3,558,000.00 "
18039,IN,"Elkhart County, Indiana",2019,$2.86 ,$16.10 ,"$11,329,000.00 "
18039,IN,"Elkhart County, Indiana",2020,$3.03 ,$16.07 ,"$11,306,000.00 "
18039,IN,"Elkhart County, Indiana",2021,$3.42 ,$19.89 ,"$11,399,000.00 "
18039,IN,"Elkhart County, Indiana",2022,$3.78 ,$23.46 ,"$19,737,000.00 "
18041,IN,"Fayette County, Indiana",2019,$2.66 ,$15.00 ,"$1,757,000.00 "
18041,IN,"Fayette County, Indiana",2020,$2.77 ,$14.72 ,"$1,750,000.00 "
18041,IN,"Fayette County, Indiana",2021,$3.02 ,$17.59 ,"$1,825,000.00 "
18041,IN,"Fayette County, Indiana",2022,$3.44 ,$21.35 ,"$2,726,000.00 "
18043,IN,"Floyd County, Indiana",2019,$3.02 ,$17.03 ,"$4,473,000.00 "
18043,IN,"Floyd County, Indiana",2020,$3.14 ,$16.68 ,"$4,194,000.00 "
18043,IN,"Floyd County, Indiana",2021,$3.52 ,$20.53 ,"$4,552,000.00 "
18043,IN,"Floyd County, Indiana",2022,$3.98 ,$24.66 ,"$7,444,000.00 "
18045,IN,"Fountain County, Indiana",2019,$2.94 ,$16.57 ,"$1,091,000.00 "
18045,IN,"Fountain County, Indiana",2020,$3.03 ,$16.07 ,"$1,053,000.00 "
18045,IN,"Fountain County, Indiana",2021,$3.43 ,$19.95 ,"$1,132,000.00 "
18045,IN,"Fountain County, Indiana",2022,$3.81 ,$23.63 ,"$1,778,000.00 "
18047,IN,"Franklin County, Indiana",2019,$3.23 ,$18.20 ,"$1,336,000.00 "
18047,IN,"Franklin County, Indiana",2020,$3.22 ,$17.09 ,"$1,140,000.00 "
18047,IN,"Franklin County, Indiana",2021,$3.39 ,$19.73 ,"$1,155,000.00 "
18047,IN,"Franklin County, Indiana",2022,$3.82 ,$23.67 ,"$1,946,000.00 "
18049,IN,"Fulton County, Indiana",2019,$2.91 ,$16.38 ,"$1,272,000.00 "
18049,IN,"Fulton County, Indiana",2020,$3.00 ,$15.90 ,"$1,254,000.00 "
18049,IN,"Fulton County, Indiana",2021,$3.21 ,$18.68 ,"$1,343,000.00 "
18049,IN,"Fulton County, Indiana",2022,$3.60 ,$22.31 ,"$2,098,000.00 "
18051,IN,"Gibson County, Indiana",2019,$2.78 ,$15.68 ,"$1,779,000.00 "
18051,IN,"Gibson County, Indiana",2020,$2.88 ,$15.28 ,"$1,729,000.00 "
18051,IN,"Gibson County, Indiana",2021,$3.11 ,$18.14 ,"$1,871,000.00 "
18051,IN,"Gibson County, Indiana",2022,$3.49 ,$21.63 ,"$2,874,000.00 "
18053,IN,"Grant County, Indiana",2019,$2.59 ,$14.60 ,"$4,607,000.00 "
18053,IN,"Grant County, Indiana",2020,$2.74 ,$14.57 ,"$4,362,000.00 "
18053,IN,"Grant County, Indiana",2021,$3.23 ,$18.79 ,"$5,277,000.00 "
18053,IN,"Grant County, Indiana",2022,$3.61 ,$22.38 ,"$7,787,000.00 "
18055,IN,"Greene County, Indiana",2019,$2.68 ,$15.08 ,"$2,091,000.00 "
18055,IN,"Greene County, Indiana",2020,$2.73 ,$14.51 ,"$1,884,000.00 "
18055,IN,"Greene County, Indiana",2021,$2.94 ,$17.15 ,"$1,962,000.00 "
18055,IN,"Greene County, Indiana",2022,$3.35 ,$20.77 ,"$3,206,000.00 "
18057,IN,"Hamilton County, Indiana",2019,$3.46 ,$19.49 ,"$14,351,000.00 "
18057,IN,"Hamilton County, Indiana",2020,$3.59 ,$19.03 ,"$12,914,000.00 "
18057,IN,"Hamilton County, Indiana",2021,$3.92 ,$22.84 ,"$14,287,000.00 "
18057,IN,"Hamilton County, Indiana",2022,$4.37 ,$27.11 ,"$26,451,000.00 "
18059,IN,"Hancock County, Indiana",2019,$2.97 ,$16.72 ,"$3,636,000.00 "
18059,IN,"Hancock County, Indiana",2020,$3.15 ,$16.73 ,"$3,415,000.00 "
18059,IN,"Hancock County, Indiana",2021,$3.45 ,$20.11 ,"$3,520,000.00 "
18059,IN,"Hancock County, Indiana",2022,$3.88 ,$24.02 ,"$6,236,000.00 "
18061,IN,"Harrison County, Indiana",2019,$2.81 ,$15.81 ,"$2,336,000.00 "
18061,IN,"Harrison County, Indiana",2020,$2.86 ,$15.19 ,"$2,036,000.00 "
18061,IN,"Harrison County, Indiana",2021,$3.08 ,$17.93 ,"$2,018,000.00 "
18061,IN,"Harrison County, Indiana",2022,$3.54 ,$21.92 ,"$3,265,000.00 "
18063,IN,"Hendricks County, Indiana",2019,$3.02 ,$17.04 ,"$6,869,000.00 "
18063,IN,"Hendricks County, Indiana",2020,$3.15 ,$16.73 ,"$6,238,000.00 "
18063,IN,"Hendricks County, Indiana",2021,$3.43 ,$19.98 ,"$6,704,000.00 "
18063,IN,"Hendricks County, Indiana",2022,$3.81 ,$23.62 ,"$12,209,000.00 "
18065,IN,"Henry County, Indiana",2019,$2.65 ,$14.92 ,"$3,140,000.00 "
18065,IN,"Henry County, Indiana",2020,$2.85 ,$15.12 ,"$2,985,000.00 "
18065,IN,"Henry County, Indiana",2021,$3.30 ,$19.21 ,"$3,403,000.00 "
18065,IN,"Henry County, Indiana",2022,$3.80 ,$23.56 ,"$5,495,000.00 "
18067,IN,"Howard County, Indiana",2019,$2.74 ,$15.43 ,"$5,468,000.00 "
18067,IN,"Howard County, Indiana",2020,$2.91 ,$15.46 ,"$5,556,000.00 "
18067,IN,"Howard County, Indiana",2021,$3.33 ,$19.40 ,"$5,960,000.00 "
18067,IN,"Howard County, Indiana",2022,$3.64 ,$22.53 ,"$8,694,000.00 "
18069,IN,"Huntington County, Indiana",2019,$2.63 ,$14.84 ,"$1,954,000.00 "
18069,IN,"Huntington County, Indiana",2020,$2.82 ,$14.99 ,"$1,960,000.00 "
18069,IN,"Huntington County, Indiana",2021,$3.16 ,$18.43 ,"$2,057,000.00 "
18069,IN,"Huntington County, Indiana",2022,$3.56 ,$22.07 ,"$3,380,000.00 "
18071,IN,"Jackson County, Indiana",2019,$2.64 ,$14.86 ,"$2,641,000.00 "
18071,IN,"Jackson County, Indiana",2020,$2.76 ,$14.65 ,"$2,609,000.00 "
18071,IN,"Jackson County, Indiana",2021,$3.07 ,$17.88 ,"$2,826,000.00 "
18071,IN,"Jackson County, Indiana",2022,$3.44 ,$21.31 ,"$4,254,000.00 "
18073,IN,"Jasper County, Indiana",2019,$3.32 ,$18.70 ,"$2,161,000.00 "
18073,IN,"Jasper County, Indiana",2020,$3.32 ,$17.64 ,"$1,975,000.00 "
18073,IN,"Jasper County, Indiana",2021,$3.66 ,$21.30 ,"$2,080,000.00 "
18073,IN,"Jasper County, Indiana",2022,$4.10 ,$25.40 ,"$3,228,000.00 "
18075,IN,"Jay County, Indiana",2019,$2.69 ,$15.14 ,"$1,331,000.00 "
18075,IN,"Jay County, Indiana",2020,$2.76 ,$14.66 ,"$1,232,000.00 "
18075,IN,"Jay County, Indiana",2021,$2.96 ,$17.25 ,"$1,267,000.00 "
18075,IN,"Jay County, Indiana",2022,$3.37 ,$20.86 ,"$1,949,000.00 "
18077,IN,"Jefferson County, Indiana",2019,$2.69 ,$15.16 ,"$2,005,000.00 "
18077,IN,"Jefferson County, Indiana",2020,$2.90 ,$15.37 ,"$2,140,000.00 "
18077,IN,"Jefferson County, Indiana",2021,$3.24 ,$18.89 ,"$2,332,000.00 "
18077,IN,"Jefferson County, Indiana",2022,$3.65 ,$22.61 ,"$3,533,000.00 "
18079,IN,"Jennings County, Indiana",2019,$2.67 ,$15.06 ,"$1,571,000.00 "
18079,IN,"Jennings County, Indiana",2020,$2.72 ,$14.42 ,"$1,523,000.00 "
18079,IN,"Jennings County, Indiana",2021,$3.02 ,$17.61 ,"$1,709,000.00 "
18079,IN,"Jennings County, Indiana",2022,$3.38 ,$20.94 ,"$2,725,000.00 "
18081,IN,"Johnson County, Indiana",2019,$2.93 ,$16.51 ,"$7,611,000.00 "
18081,IN,"Johnson County, Indiana",2020,$3.07 ,$16.31 ,"$7,236,000.00 "
18081,IN,"Johnson County, Indiana",2021,$3.40 ,$19.83 ,"$7,838,000.00 "
18081,IN,"Johnson County, Indiana",2022,$3.81 ,$23.59 ,"$13,352,000.00 "
18083,IN,"Knox County, Indiana",2019,$2.86 ,$16.11 ,"$2,732,000.00 "
18083,IN,"Knox County, Indiana",2020,$2.89 ,$15.33 ,"$2,470,000.00 "
18083,IN,"Knox County, Indiana",2021,$3.16 ,$18.38 ,"$2,593,000.00 "
18083,IN,"Knox County, Indiana",2022,$3.61 ,$22.37 ,"$3,773,000.00 "
18085,IN,"Kosciusko County, Indiana",2019,$2.91 ,$16.42 ,"$4,348,000.00 "
18085,IN,"Kosciusko County, Indiana",2020,$3.08 ,$16.36 ,"$4,103,000.00 "
18085,IN,"Kosciusko County, Indiana",2021,$3.41 ,$19.86 ,"$4,453,000.00 "
18085,IN,"Kosciusko County, Indiana",2022,$3.78 ,$23.45 ,"$7,249,000.00 "
18087,IN,"LaGrange County, Indiana",2019,$3.02 ,$16.99 ,"$1,820,000.00 "
18087,IN,"LaGrange County, Indiana",2020,$3.11 ,$16.51 ,"$1,728,000.00 "
18087,IN,"LaGrange County, Indiana",2021,$3.25 ,$18.93 ,"$1,585,000.00 "
18087,IN,"LaGrange County, Indiana",2022,$4.58 ,$28.38 ,"$3,676,000.00 "
18089,IN,"Lake County, Indiana",2019,$3.00 ,$16.91 ,"$30,212,000.00 "
18089,IN,"Lake County, Indiana",2020,$3.22 ,$17.08 ,"$32,926,000.00 "
18089,IN,"Lake County, Indiana",2021,$3.69 ,$21.50 ,"$34,930,000.00 "
18089,IN,"Lake County, Indiana",2022,$4.08 ,$25.26 ,"$53,382,000.00 "
18091,IN,"LaPorte County, Indiana",2019,$2.84 ,$16.00 ,"$6,980,000.00 "
18091,IN,"LaPorte County, Indiana",2020,$3.06 ,$16.26 ,"$7,516,000.00 "
18091,IN,"LaPorte County, Indiana",2021,$3.46 ,$20.18 ,"$7,891,000.00 "
18091,IN,"LaPorte County, Indiana",2022,$3.85 ,$23.87 ,"$11,783,000.00 "
18093,IN,"Lawrence County, Indiana",2019,$2.56 ,$14.44 ,"$2,708,000.00 "
18093,IN,"Lawrence County, Indiana",2020,$2.71 ,$14.40 ,"$2,446,000.00 "
18093,IN,"Lawrence County, Indiana",2021,$3.07 ,$17.90 ,"$2,692,000.00 "
18093,IN,"Lawrence County, Indiana",2022,$3.44 ,$21.33 ,"$4,199,000.00 "
18095,IN,"Madison County, Indiana",2019,$2.82 ,$15.88 ,"$9,217,000.00 "
18095,IN,"Madison County, Indiana",2020,$2.96 ,$15.73 ,"$8,982,000.00 "
18095,IN,"Madison County, Indiana",2021,$3.25 ,$18.93 ,"$9,664,000.00 "
18095,IN,"Madison County, Indiana",2022,$3.62 ,$22.46 ,"$13,958,000.00 "
18097,IN,"Marion County, Indiana",2019,$2.91 ,$16.40 ,"$63,883,000.00 "
18097,IN,"Marion County, Indiana",2020,$3.05 ,$16.17 ,"$62,927,000.00 "
18097,IN,"Marion County, Indiana",2021,$3.43 ,$19.97 ,"$66,083,000.00 "
18097,IN,"Marion County, Indiana",2022,$3.80 ,$23.53 ,"$96,841,000.00 "
18099,IN,"Marshall County, Indiana",2019,$2.73 ,$15.41 ,"$2,646,000.00 "
18099,IN,"Marshall County, Indiana",2020,$2.97 ,$15.75 ,"$2,580,000.00 "
18099,IN,"Marshall County, Indiana",2021,$3.35 ,$19.49 ,"$2,678,000.00 "
18099,IN,"Marshall County, Indiana",2022,$3.71 ,$23.02 ,"$4,287,000.00 "
18101,IN,"Martin County, Indiana",2019,$2.67 ,$15.05 ,"$612,000.00 "
18101,IN,"Martin County, Indiana",2020,$2.80 ,$14.85 ,"$536,000.00 "
18101,IN,"Martin County, Indiana",2021,$3.03 ,$17.68 ,"$600,000.00 "
18101,IN,"Martin County, Indiana",2022,$3.46 ,$21.45 ,"$969,000.00 "
18103,IN,"Miami County, Indiana",2019,$2.64 ,$14.89 ,"$2,313,000.00 "
18103,IN,"Miami County, Indiana",2020,$2.94 ,$15.62 ,"$2,416,000.00 "
18103,IN,"Miami County, Indiana",2021,$3.41 ,$19.83 ,"$2,719,000.00 "
18103,IN,"Miami County, Indiana",2022,$3.76 ,$23.28 ,"$3,982,000.00 "
18105,IN,"Monroe County, Indiana",2019,$3.09 ,$17.44 ,"$11,151,000.00 "
18105,IN,"Monroe County, Indiana",2020,$3.23 ,$17.14 ,"$10,158,000.00 "
18105,IN,"Monroe County, Indiana",2021,$3.64 ,$21.22 ,"$10,972,000.00 "
18105,IN,"Monroe County, Indiana",2022,$4.09 ,$25.34 ,"$16,174,000.00 "
18107,IN,"Montgomery County, Indiana",2019,$2.81 ,$15.84 ,"$2,312,000.00 "
18107,IN,"Montgomery County, Indiana",2020,$2.90 ,$15.40 ,"$2,051,000.00 "
18107,IN,"Montgomery County, Indiana",2021,$3.18 ,$18.51 ,"$2,296,000.00 "
18107,IN,"Montgomery County, Indiana",2022,$3.62 ,$22.46 ,"$3,767,000.00 "
18109,IN,"Morgan County, Indiana",2019,$2.99 ,$16.82 ,"$4,195,000.00 "
18109,IN,"Morgan County, Indiana",2020,$3.01 ,$15.99 ,"$3,371,000.00 "
18109,IN,"Morgan County, Indiana",2021,$3.28 ,$19.12 ,"$3,845,000.00 "
18109,IN,"Morgan County, Indiana",2022,$3.69 ,$22.86 ,"$6,233,000.00 "
18111,IN,"Newton County, Indiana",2019,$3.00 ,$16.89 ,"$958,000.00 "
18111,IN,"Newton County, Indiana",2020,$3.32 ,$17.64 ,"$926,000.00 "
18111,IN,"Newton County, Indiana",2021,$3.66 ,$21.30 ,"$982,000.00 "
18111,IN,"Newton County, Indiana",2022,$4.10 ,$25.40 ,"$1,602,000.00 "
18113,IN,"Noble County, Indiana",2019,$2.75 ,$15.52 ,"$2,273,000.00 "
18113,IN,"Noble County, Indiana",2020,$2.85 ,$15.12 ,"$2,399,000.00 "
18113,IN,"Noble County, Indiana",2021,$3.09 ,$18.03 ,"$2,291,000.00 "
18113,IN,"Noble County, Indiana",2022,$3.53 ,$21.86 ,"$3,839,000.00 "
18115,IN,"Ohio County, Indiana",2019,$3.05 ,$17.18 ,"$334,000.00 "
18115,IN,"Ohio County, Indiana",2020,$2.90 ,$15.41 ,"$323,000.00 "
18115,IN,"Ohio County, Indiana",2021,$3.27 ,$19.07 ,"$347,000.00 "
18115,IN,"Ohio County, Indiana",2022,$3.71 ,$22.97 ,"$557,000.00 "
18117,IN,"Orange County, Indiana",2019,$2.68 ,$15.11 ,"$1,380,000.00 "
18117,IN,"Orange County, Indiana",2020,$2.71 ,$14.40 ,"$1,393,000.00 "
18117,IN,"Orange County, Indiana",2021,$3.07 ,$17.90 ,"$1,390,000.00 "
18117,IN,"Orange County, Indiana",2022,$3.44 ,$21.33 ,"$2,070,000.00 "
18119,IN,"Owen County, Indiana",2019,$3.28 ,$18.50 ,"$1,711,000.00 "
18119,IN,"Owen County, Indiana",2020,$3.04 ,$16.15 ,"$1,382,000.00 "
18119,IN,"Owen County, Indiana",2021,$3.29 ,$19.15 ,"$1,557,000.00 "
18119,IN,"Owen County, Indiana",2022,$3.83 ,$23.75 ,"$2,371,000.00 "
18121,IN,"Parke County, Indiana",2019,$2.74 ,$15.41 ,"$1,131,000.00 "
18121,IN,"Parke County, Indiana",2020,$2.90 ,$15.38 ,"$994,000.00 "
18121,IN,"Parke County, Indiana",2021,$3.18 ,$18.51 ,"$1,129,000.00 "
18121,IN,"Parke County, Indiana",2022,$3.60 ,$22.34 ,"$1,681,000.00 "
18123,IN,"Perry County, Indiana",2019,$2.76 ,$15.54 ,"$1,098,000.00 "
18123,IN,"Perry County, Indiana",2020,$3.10 ,$16.48 ,"$1,180,000.00 "
18123,IN,"Perry County, Indiana",2021,$3.34 ,$19.48 ,"$1,158,000.00 "
18123,IN,"Perry County, Indiana",2022,$3.88 ,$24.07 ,"$1,971,000.00 "
18125,IN,"Pike County, Indiana",2019,$2.88 ,$16.22 ,"$768,000.00 "
18125,IN,"Pike County, Indiana",2020,$2.80 ,$14.85 ,"$608,000.00 "
18125,IN,"Pike County, Indiana",2021,$3.03 ,$17.68 ,"$643,000.00 "
18125,IN,"Pike County, Indiana",2022,$3.46 ,$21.45 ,"$1,080,000.00 "
18127,IN,"Porter County, Indiana",2019,$3.21 ,$18.10 ,"$9,644,000.00 "
18127,IN,"Porter County, Indiana",2020,$3.36 ,$17.85 ,"$9,782,000.00 "
18127,IN,"Porter County, Indiana",2021,$3.71 ,$21.63 ,"$10,478,000.00 "
18127,IN,"Porter County, Indiana",2022,$4.11 ,$25.49 ,"$16,467,000.00 "
18129,IN,"Posey County, Indiana",2019,$3.12 ,$17.56 ,"$1,395,000.00 "
18129,IN,"Posey County, Indiana",2020,$3.08 ,$16.37 ,"$1,221,000.00 "
18129,IN,"Posey County, Indiana",2021,$3.37 ,$19.61 ,"$1,321,000.00 "
18129,IN,"Posey County, Indiana",2022,$3.86 ,$23.92 ,"$2,242,000.00 "
18131,IN,"Pulaski County, Indiana",2019,$2.74 ,$15.44 ,"$778,000.00 "
18131,IN,"Pulaski County, Indiana",2020,$3.04 ,$16.13 ,"$729,000.00 "
18131,IN,"Pulaski County, Indiana",2021,$3.45 ,$20.11 ,"$854,000.00 "
18131,IN,"Pulaski County, Indiana",2022,$3.74 ,$23.18 ,"$1,294,000.00 "
18133,IN,"Putnam County, Indiana",2019,$2.66 ,$15.01 ,"$2,076,000.00 "
18133,IN,"Putnam County, Indiana",2020,$2.87 ,$15.24 ,"$1,831,000.00 "
18133,IN,"Putnam County, Indiana",2021,$3.27 ,$19.04 ,"$2,068,000.00 "
18133,IN,"Putnam County, Indiana",2022,$3.70 ,$22.94 ,"$3,326,000.00 "
18135,IN,"Randolph County, Indiana",2019,$2.50 ,$14.08 ,"$1,508,000.00 "
18135,IN,"Randolph County, Indiana",2020,$2.71 ,$14.40 ,"$1,350,000.00 "
18135,IN,"Randolph County, Indiana",2021,$3.20 ,$18.67 ,"$1,597,000.00 "
18135,IN,"Randolph County, Indiana",2022,$3.57 ,$22.13 ,"$2,584,000.00 "
18137,IN,"Ripley County, Indiana",2019,$2.79 ,$15.75 ,"$1,681,000.00 "
18137,IN,"Ripley County, Indiana",2020,$2.80 ,$14.88 ,"$1,498,000.00 "
18137,IN,"Ripley County, Indiana",2021,$3.03 ,$17.62 ,"$1,534,000.00 "
18137,IN,"Ripley County, Indiana",2022,$3.42 ,$21.19 ,"$2,455,000.00 "
18139,IN,"Rush County, Indiana",2019,$2.84 ,$16.00 ,"$1,111,000.00 "
18139,IN,"Rush County, Indiana",2020,$2.88 ,$15.30 ,"$1,021,000.00 "
18139,IN,"Rush County, Indiana",2021,$3.31 ,$19.25 ,"$1,116,000.00 "
18139,IN,"Rush County, Indiana",2022,$3.66 ,$22.66 ,"$1,698,000.00 "
18141,IN,"St. Joseph County, Indiana",2019,$3.01 ,$16.96 ,"$17,935,000.00 "
18141,IN,"St. Joseph County, Indiana",2020,$3.20 ,$17.00 ,"$18,386,000.00 "
18141,IN,"St. Joseph County, Indiana",2021,$3.63 ,$21.13 ,"$19,108,000.00 "
18141,IN,"St. Joseph County, Indiana",2022,$3.96 ,$24.52 ,"$28,771,000.00 "
18143,IN,"Scott County, Indiana",2019,$2.79 ,$15.74 ,"$1,728,000.00 "
18143,IN,"Scott County, Indiana",2020,$2.84 ,$15.07 ,"$1,811,000.00 "
18143,IN,"Scott County, Indiana",2021,$3.06 ,$17.79 ,"$1,997,000.00 "
18143,IN,"Scott County, Indiana",2022,$3.44 ,$21.35 ,"$2,791,000.00 "
18145,IN,"Shelby County, Indiana",2019,$2.69 ,$15.14 ,"$2,461,000.00 "
18145,IN,"Shelby County, Indiana",2020,$2.88 ,$15.30 ,"$2,483,000.00 "
18145,IN,"Shelby County, Indiana",2021,$3.31 ,$19.25 ,"$2,617,000.00 "
18145,IN,"Shelby County, Indiana",2022,$3.66 ,$22.66 ,"$4,413,000.00 "
18147,IN,"Spencer County, Indiana",2019,$2.91 ,$16.42 ,"$1,131,000.00 "
18147,IN,"Spencer County, Indiana",2020,$3.10 ,$16.48 ,"$1,030,000.00 "
18147,IN,"Spencer County, Indiana",2021,$3.42 ,$19.90 ,"$1,050,000.00 "
18147,IN,"Spencer County, Indiana",2022,$3.77 ,$23.40 ,"$1,710,000.00 "
18149,IN,"Starke County, Indiana",2019,$2.82 ,$15.91 ,"$1,520,000.00 "
18149,IN,"Starke County, Indiana",2020,$3.04 ,$16.13 ,"$1,614,000.00 "
18149,IN,"Starke County, Indiana",2021,$3.45 ,$20.11 ,"$1,763,000.00 "
18149,IN,"Starke County, Indiana",2022,$3.74 ,$23.18 ,"$2,566,000.00 "
18151,IN,"Steuben County, Indiana",2019,$2.73 ,$15.38 ,"$1,782,000.00 "
18151,IN,"Steuben County, Indiana",2020,$2.91 ,$15.44 ,"$1,756,000.00 "
18151,IN,"Steuben County, Indiana",2021,$3.29 ,$19.14 ,"$1,852,000.00 "
18151,IN,"Steuben County, Indiana",2022,$3.71 ,$22.97 ,"$2,989,000.00 "
18153,IN,"Sullivan County, Indiana",2019,$2.77 ,$15.62 ,"$1,355,000.00 "
18153,IN,"Sullivan County, Indiana",2020,$2.86 ,$15.16 ,"$1,242,000.00 "
18153,IN,"Sullivan County, Indiana",2021,$3.08 ,$17.91 ,"$1,386,000.00 "
18153,IN,"Sullivan County, Indiana",2022,$3.53 ,$21.89 ,"$2,045,000.00 "
18155,IN,"Switzerland County, Indiana",2019,$2.90 ,$16.36 ,"$834,000.00 "
18155,IN,"Switzerland County, Indiana",2020,$2.90 ,$15.37 ,"$872,000.00 "
18155,IN,"Switzerland County, Indiana",2021,$3.24 ,$18.89 ,"$848,000.00 "
18155,IN,"Switzerland County, Indiana",2022,$3.65 ,$22.61 ,"$1,132,000.00 "
18157,IN,"Tippecanoe County, Indiana",2019,$2.99 ,$16.86 ,"$12,557,000.00 "
18157,IN,"Tippecanoe County, Indiana",2020,$3.10 ,$16.45 ,"$12,069,000.00 "
18157,IN,"Tippecanoe County, Indiana",2021,$3.45 ,$20.07 ,"$12,770,000.00 "
18157,IN,"Tippecanoe County, Indiana",2022,$3.83 ,$23.76 ,"$19,557,000.00 "
18159,IN,"Tipton County, Indiana",2019,$3.11 ,$17.52 ,"$872,000.00 "
18159,IN,"Tipton County, Indiana",2020,$2.91 ,$15.46 ,"$760,000.00 "
18159,IN,"Tipton County, Indiana",2021,$3.33 ,$19.40 ,"$888,000.00 "
18159,IN,"Tipton County, Indiana",2022,$3.64 ,$22.53 ,"$1,408,000.00 "
18161,IN,"Union County, Indiana",2019,$3.04 ,$17.14 ,"$426,000.00 "
18161,IN,"Union County, Indiana",2020,$2.77 ,$14.72 ,"$317,000.00 "
18161,IN,"Union County, Indiana",2021,$3.02 ,$17.59 ,"$336,000.00 "
18161,IN,"Union County, Indiana",2022,$3.44 ,$21.35 ,"$537,000.00 "
18163,IN,"Vanderburgh County, Indiana",2019,$2.90 ,$16.34 ,"$12,694,000.00 "
18163,IN,"Vanderburgh County, Indiana",2020,$3.03 ,$16.09 ,"$12,363,000.00 "
18163,IN,"Vanderburgh County, Indiana",2021,$3.52 ,$20.51 ,"$13,559,000.00 "
18163,IN,"Vanderburgh County, Indiana",2022,$3.82 ,$23.66 ,"$19,189,000.00 "
18165,IN,"Vermillion County, Indiana",2019,$2.75 ,$15.50 ,"$1,133,000.00 "
18165,IN,"Vermillion County, Indiana",2020,$2.85 ,$15.12 ,"$1,027,000.00 "
18165,IN,"Vermillion County, Indiana",2021,$3.30 ,$19.25 ,"$1,209,000.00 "
18165,IN,"Vermillion County, Indiana",2022,$3.61 ,$22.36 ,"$1,696,000.00 "
18167,IN,"Vigo County, Indiana",2019,$2.71 ,$15.26 ,"$7,994,000.00 "
18167,IN,"Vigo County, Indiana",2020,$2.85 ,$15.12 ,"$7,516,000.00 "
18167,IN,"Vigo County, Indiana",2021,$3.30 ,$19.25 ,"$8,618,000.00 "
18167,IN,"Vigo County, Indiana",2022,$3.61 ,$22.36 ,"$12,128,000.00 "
18169,IN,"Wabash County, Indiana",2019,$2.83 ,$15.92 ,"$1,869,000.00 "
18169,IN,"Wabash County, Indiana",2020,$2.90 ,$15.38 ,"$1,712,000.00 "
18169,IN,"Wabash County, Indiana",2021,$3.11 ,$18.12 ,"$1,842,000.00 "
18169,IN,"Wabash County, Indiana",2022,$3.53 ,$21.89 ,"$2,795,000.00 "
18171,IN,"Warren County, Indiana",2019,$2.94 ,$16.57 ,"$482,000.00 "
18171,IN,"Warren County, Indiana",2020,$3.03 ,$16.07 ,"$444,000.00 "
18171,IN,"Warren County, Indiana",2021,$3.43 ,$19.95 ,"$539,000.00 "
18171,IN,"Warren County, Indiana",2022,$3.81 ,$23.63 ,"$882,000.00 "
18173,IN,"Warrick County, Indiana",2019,$3.08 ,$17.37 ,"$3,213,000.00 "
18173,IN,"Warrick County, Indiana",2020,$3.14 ,$16.66 ,"$2,654,000.00 "
18173,IN,"Warrick County, Indiana",2021,$3.42 ,$19.90 ,"$2,879,000.00 "
18173,IN,"Warrick County, Indiana",2022,$3.77 ,$23.40 ,"$4,918,000.00 "
18175,IN,"Washington County, Indiana",2019,$2.62 ,$14.79 ,"$1,651,000.00 "
18175,IN,"Washington County, Indiana",2020,$2.66 ,$14.14 ,"$1,600,000.00 "
18175,IN,"Washington County, Indiana",2021,$2.95 ,$17.20 ,"$1,628,000.00 "
18175,IN,"Washington County, Indiana",2022,$3.34 ,$20.70 ,"$2,574,000.00 "
18177,IN,"Wayne County, Indiana",2019,$2.76 ,$15.56 ,"$4,748,000.00 "
18177,IN,"Wayne County, Indiana",2020,$2.93 ,$15.53 ,"$4,564,000.00 "
18177,IN,"Wayne County, Indiana",2021,$3.26 ,$19.01 ,"$5,017,000.00 "
18177,IN,"Wayne County, Indiana",2022,$3.64 ,$22.59 ,"$7,366,000.00 "
18179,IN,"Wells County, Indiana",2019,$2.79 ,$15.72 ,"$1,387,000.00 "
18179,IN,"Wells County, Indiana",2020,$2.86 ,$15.20 ,"$1,286,000.00 "
